date,open,high,low,close,uptrend
2024-12-02 09:30:00,234.0,237.0,234.0,237.0,True
2024-12-02 10:15:00,237.0,240.0,237.0,240.0,True
2024-12-04 09:30:00,240.0,243.0,240.0,243.0,True
2024-12-09 10:45:00,243.0,246.0,243.0,246.0,True
2024-12-11 09:30:00,246.0,249.0,246.0,249.0,True
2024-12-17 09:30:00,249.0,252.0,249.0,252.0,True
2024-12-23 09:30:00,252.0,255.0,252.0,255.0,True
2024-12-24 12:45:00,255.0,258.0,255.0,258.0,True
2024-12-30 09:30:00,255.0,255.0,252.0,252.0,False
