Close,High,Low,Open,Volume
META,META,META,META,META
581.9749755859375,585.4000244140625,575.5700073242188,577.3350219726562,1286283
585.8800048828125,586.7440795898438,581.60498046875,582.375,594803
589.6199951171875,589.669921875,585.785888671875,585.8099975585938,867086
587.239990234375,589.8400268554688,587.239990234375,589.6898803710938,528127
586.9500122070312,587.6898803710938,586.4099731445312,587.4000244140625,267710
586.75,587.7899780273438,585.8099975585938,586.8187866210938,304129
589.10498046875,589.25,586.52001953125,586.75,302316
588.780029296875,589.3699951171875,588.2000122070312,589.010009765625,239826
591.3599853515625,591.95068359375,588.7999877929688,588.7999877929688,448310
592.8900146484375,593.0772094726562,591.405029296875,591.405029296875,410433
593.5219116210938,594.5,592.7301025390625,592.8699951171875,451156
593.0700073242188,594.2999267578125,592.6599731445312,593.47998046875,307272
592.2999877929688,593.5,592.219970703125,593.2000122070312,239186
591.686279296875,592.8800048828125,591.0900268554688,592.3099975585938,210227
590.5919189453125,591.7000122070312,590.4000854492188,591.656982421875,290749
590.9600219726562,591.7899169921875,590.5573120117188,590.6298828125,155017
591.469970703125,591.572509765625,590.330078125,591.0999145507812,163238
591.1599731445312,591.7098999023438,590.5900268554688,591.5399780273438,157029
590.2550048828125,591.3198852539062,589.82421875,591.2493286132812,165486
590.0722045898438,590.75,590.02099609375,590.3099975585938,158847
591.6199951171875,591.659912109375,589.6799926757812,590.1799926757812,194287
590.760009765625,591.6699829101562,590.6300048828125,591.6599731445312,217887
590.3049926757812,590.7999267578125,589.6174926757812,590.719970703125,239007
591.7672729492188,591.9500122070312,589.72998046875,590.219970703125,250565
592.1500244140625,592.75,591.239990234375,591.9400024414062,358922
592.9500122070312,593.5936889648438,591.9600219726562,592.14501953125,875015
594.6599731445312,596.8499755859375,591.2501220703125,595.0,1035553
594.030029296875,596.5,592.0,594.719970703125,448478
598.1400146484375,598.2899780273438,593.7100219726562,593.9249877929688,575045
596.8499755859375,598.5,595.1900024414062,598.1400146484375,346749
598.0800170898438,598.7999877929688,596.5825805664062,596.75,360943
599.95849609375,599.95849609375,596.0999755859375,598.1500244140625,452615
606.1500244140625,607.0399780273438,599.9000244140625,599.969970703125,1460976
607.6500244140625,607.780029296875,604.530029296875,605.969970703125,886282
604.5421142578125,608.22998046875,604.0599975585938,607.6201782226562,553670
604.260009765625,606.25,604.0200805664062,604.5050048828125,425873
604.339599609375,605.760009765625,603.1845703125,604.3599853515625,306937
605.6099853515625,605.6199951171875,603.6950073242188,604.3200073242188,231356
604.0499877929688,605.5999755859375,602.6199951171875,605.5599975585938,284994
605.4299926757812,605.7299194335938,603.9849853515625,604.0499267578125,372083
606.489990234375,606.5,605.2899780273438,605.3699951171875,288605
607.7899780273438,608.3200073242188,606.4935913085938,606.4935913085938,421918
606.6599731445312,608.780029296875,606.60009765625,607.7901000976562,335391
606.9199829101562,607.8800048828125,606.260009765625,606.6900024414062,207201
608.25,608.7000122070312,606.9100952148438,606.9600219726562,262821
608.989990234375,609.0,607.9500122070312,608.280029296875,325354
608.719970703125,609.0999755859375,608.0399780273438,608.9725952148438,219427
609.4163208007812,609.489990234375,608.5599975585938,608.6799926757812,291505
610.8099975585938,610.9498901367188,609.0001220703125,609.4080810546875,496533
610.6199951171875,611.5700073242188,610.280029296875,610.6099853515625,509672
610.97998046875,611.2276000976562,610.0200805664062,610.6099853515625,514076
613.6699829101562,614.2000122070312,610.8599853515625,611.030029296875,1247350
615.260009765625,616.3259887695312,610.5499877929688,611.8800048828125,1508779
613.7449951171875,616.0800170898438,613.1400146484375,615.3499145507812,671482
617.3800048828125,617.780029296875,612.3099975585938,613.4299926757812,675571
614.3350219726562,617.4259033203125,613.75,617.3499755859375,486098
609.5744018554688,615.5499877929688,609.2811889648438,614.2899780273438,615111
609.8599853515625,611.0349731445312,609.4400024414062,609.739990234375,493889
607.489990234375,610.5499877929688,607.1199951171875,610.0598754882812,620882
608.6400146484375,608.8798828125,606.4901123046875,607.489990234375,514126
605.9000244140625,608.4000244140625,605.0999755859375,608.4000244140625,423259
608.25,609.0,605.8200073242188,606.0399780273438,400114
608.8701782226562,608.9998779296875,608.0700073242188,608.2260131835938,241603
610.2249755859375,610.8400268554688,608.8800048828125,608.8800048828125,460135
610.1500244140625,610.2799072265625,608.1743774414062,610.0399780273438,220349
610.47998046875,610.9498901367188,609.260009765625,610.0,225769
610.8800048828125,611.1799926757812,610.0499877929688,610.5,211064
610.8958740234375,611.3599853515625,610.29541015625,610.9609985351562,197654
608.5700073242188,610.9099731445312,607.6199951171875,610.9099731445312,255620
610.1599731445312,610.7999267578125,608.489990234375,608.5700073242188,219814
610.4000244140625,610.9600219726562,609.3900756835938,609.8499755859375,199856
610.2000122070312,610.9998779296875,609.5499877929688,610.4099731445312,185343
611.0900268554688,611.3800048828125,609.6801147460938,610.3250122070312,215234
611.9400024414062,612.27001953125,610.87841796875,610.91748046875,252965
614.0599975585938,614.0982055664062,611.9400024414062,611.9400024414062,325409
613.780029296875,614.9699096679688,613.5809936523438,614.0700073242188,358359
613.8599853515625,614.1799926757812,613.4700927734375,613.7999877929688,227857
613.6300048828125,614.5499877929688,613.132080078125,613.8599853515625,930205
613.9500122070312,619.9000244140625,612.9000244140625,617.0750122070312,1038370
612.5999755859375,614.9000244140625,611.3699951171875,613.905029296875,431707
613.75,614.5,610.7100219726562,612.5599975585938,429958
612.140380859375,614.0700073242188,611.8400268554688,613.8599853515625,199658
612.135009765625,613.0700073242188,611.2150268554688,612.280029296875,219579
611.1599731445312,612.3499755859375,610.260009765625,612.1099853515625,207926
610.8599853515625,611.77001953125,610.5999755859375,611.1300048828125,176331
611.0549926757812,612.0900268554688,610.3099975585938,610.6400146484375,197218
611.0,611.6199951171875,610.27001953125,611.1099853515625,184936
611.739990234375,611.8200073242188,610.72998046875,610.9000244140625,142942
612.6500854492188,612.8900146484375,610.6799926757812,611.739990234375,163507
611.6900024414062,613.3350219726562,611.4401245117188,612.8900146484375,148947
611.8599853515625,612.7799072265625,611.5700073242188,611.77001953125,139851
610.3040771484375,611.7999877929688,610.02001953125,611.7999877929688,218668
609.4000854492188,610.44287109375,609.4000854492188,610.364990234375,137494
608.2244262695312,609.6168823242188,607.0501098632812,609.6168823242188,264248
609.22998046875,609.5900268554688,608.010009765625,608.3250732421875,135824
608.7000122070312,609.3800048828125,608.1599731445312,609.0800170898438,136610
609.6799926757812,610.0089721679688,608.1801147460938,608.8079833984375,131741
609.2100219726562,610.5499267578125,609.0700073242188,609.6699829101562,150052
609.0999755859375,609.7849731445312,608.7000122070312,608.8300170898438,98607
608.52001953125,609.1699829101562,608.4201049804688,609.0800170898438,160974
608.5499877929688,609.3599853515625,608.0238037109375,608.6199951171875,278767
607.3150024414062,608.7498779296875,607.0499877929688,608.5150146484375,336507
608.7000122070312,608.7388916015625,607.1900024414062,607.4199829101562,228501
608.9199829101562,609.5800170898438,608.010009765625,608.72998046875,545228
612.0650024414062,614.1815185546875,608.530029296875,610.0999755859375,1361560
619.0900268554688,619.3099975585938,612.0599975585938,612.14501953125,805458
619.0911865234375,620.4600219726562,616.2000732421875,619.1849975585938,782541
624.010009765625,624.3099975585938,619.2100219726562,619.2509155273438,2185556
621.9000244140625,624.1799926757812,619.4600219726562,623.9500122070312,1250839
620.5800170898438,622.1298828125,619.0999755859375,621.9000244140625,362582
621.5800170898438,622.7899780273438,620.5399780273438,620.5625,583118
625.4299926757812,625.4600219726562,621.7050170898438,621.7899780273438,723796
628.0300903320312,629.7899169921875,625.39501953125,625.4000244140625,894262
625.7800903320312,628.2098999023438,625.760009765625,628.1199951171875,442339
625.5250244140625,627.9298706054688,624.8099975585938,625.8458251953125,401456
624.989990234375,625.9998779296875,624.7999877929688,625.4299926757812,253368
625.0999755859375,627.5750122070312,624.9000854492188,624.9249877929688,298808
624.5958862304688,627.0499877929688,624.360107421875,625.2000122070312,259432
626.3200073242188,627.1400146484375,624.6600952148438,624.6600952148438,170785
625.92626953125,627.419921875,625.6300048828125,626.3200073242188,177441
625.1699829101562,626.0,624.7000122070312,625.5701293945312,185652
625.72998046875,626.6998901367188,625.0250244140625,625.1500244140625,192584
624.8049926757812,625.8599853515625,624.5999755859375,625.5800170898438,158052
623.6500244140625,625.219970703125,623.6500244140625,624.719970703125,233765
