Close,High,Low,Open,Volume,MACD,SIGNAL,RSI,ATR,ADX,MB,UB,LB,BB_Width
AMZN,AMZN,AMZN,AMZN,AMZN,,,,,,,,,
221.24000549316406,223.21359252929688,221.07899475097656,222.96499633789062,1723460,,,,,,,,,
222.27499389648438,222.35000610351562,221.13999938964844,221.42999267578125,1593269,,,,,,,,,
221.6501007080078,222.3699951171875,221.17999267578125,222.24000549316406,838730,,,,,,,,,
221.39950561523438,222.13999938964844,221.25,221.6300048828125,725836,,,,,,,,,
221.22999572753906,221.91000366210938,221.16000366210938,221.39500427246094,638918,,,,,,,,,
221.44500732421875,221.71400451660156,221.1699981689453,221.24000549316406,489781,,,,,,,,,
220.85470581054688,221.47000122070312,220.63999938964844,221.44000244140625,561063,,,,,,,,,
220.60000610351562,220.9499969482422,220.36000061035156,220.8699951171875,549226,,,,,,,,,
220.7899932861328,220.88999938964844,220.3800048828125,220.5850067138672,388749,,,,,,,,,
221.0,221.25999450683594,220.7783966064453,220.77999877929688,396158,,,,,,,,,
220.97000122070312,221.17999267578125,220.67999267578125,221.03799438476562,355236,,,,,,,,,
220.6260986328125,221.24000549316406,220.57000732421875,220.99310302734375,342795,,,,,,,,,
219.99099731445312,220.72999572753906,219.8000030517578,220.58999633789062,594443,,,,,,,,,
220.77000427246094,220.8300018310547,219.7021026611328,219.98500061035156,585013,,,45.77279398852025,,,221.06010110037667,222.11606406690737,220.00413813384597,2.1119259330614
220.38999938964844,221.1300048828125,220.3800048828125,220.75999450683594,419529,,,41.00354201222852,0.7702417907364749,,220.99938637869698,222.10363338542933,219.89513937196463,2.2084940134647013
219.8166961669922,220.6199951171875,219.75,220.39999389648438,383389,,,35.06714258874439,0.780556439745775,,220.82379368373327,221.83906107365752,219.80852629380902,2.0305347798484945
220.19859313964844,220.24000549316406,219.72999572753906,219.77000427246094,351276,,,41.17654568143606,0.753572736421804,,220.7201145717076,221.6710973658775,219.7691317775377,1.901965588339806
220.1999969482422,220.60000610351562,220.08990478515625,220.16000366210938,281489,,,41.19844695786812,0.7300668218067019,,220.63443538120814,221.54020516943962,219.72866559297665,1.8115395764629625
220.7100067138672,220.74000549316406,219.9499969482422,220.2100067138672,473149,,,48.67502585341192,0.7356859964309636,,220.59729330880302,221.44298349406296,219.75160312354308,1.6913803705198802
220.06399536132812,220.7100067138672,219.9199981689453,220.70599365234375,367563,,,41.48046794796183,0.7406441538677282,,220.49864959716797,221.24175718716214,219.7555420071738,1.486215179988335
220.11000061035156,220.33990478515625,219.8679962158203,220.05999755859375,396753,,,42.13639467962607,0.7167050158194832,,220.4454563685826,221.18560883357097,219.70530390359423,1.4803049299767395
220.7100067138672,220.7899932861328,220.02999877929688,220.0749969482422,450123,,,50.0068201836714,0.7204767322603313,,220.45331355503626,221.20214632662456,219.70448078344796,1.4976655431765948
220.25,220.77999877929688,220.17999267578125,220.75999450683594,456773,,,44.95796877258427,0.7101908563537579,,220.41474260602678,221.14564848742944,219.68383672462411,1.4618117628053255
221.28500366210938,221.2899932861328,220.1999969482422,220.24000549316406,535966,,,55.77671130347785,0.7420232289963619,,220.43510001046317,221.24200026626747,219.62819975465888,1.6138005116085878
220.82000732421875,221.33999633789062,220.6699981689453,221.25999450683594,560841,,,50.93304410365752,0.7360883991790347,,220.42438616071428,221.2061854413586,219.64258688006996,1.563598561288643
219.38999938964844,221.0561065673828,218.94000244140625,220.82000732421875,3636202,-0.12060044557574656,,39.55644928222008,0.8480397092782825,,220.33609335763114,221.2710287728099,219.4011579424524,1.8698708303575131
