Close,High,Low,Open,Volume,MACD,SIGNAL,RSI,ATR,ADX,MB,UB,LB,BB_Width
GOOG,GOOG,GOOG,GOOG,GOOG,,,,,,,,,
171.78700256347656,172.19500732421875,170.27000427246094,170.41000366210938,2017120,,,,,,,,,
172.8000030517578,172.85000610351562,171.6999969482422,171.7949981689453,655575,,,,,,,,,
173.4499969482422,173.5500030517578,172.75,172.86000061035156,768577,,,,,,,,,
173.09500122070312,173.5240020751953,172.85000610351562,173.42999267578125,463954,,,,,,,,,
172.9600067138672,173.47999572753906,172.91000366210938,173.09500122070312,391998,,,,,,,,,
172.6199951171875,173.14999389648438,172.42059326171875,172.9499969482422,488198,,,,,,,,,
172.6284942626953,172.8800048828125,172.52999877929688,172.6199951171875,318296,,,,,,,,,
172.47999572753906,172.64999389648438,172.25999450683594,172.6199951171875,300463,,,,,,,,,
173.1300048828125,173.14990234375,172.47000122070312,172.4971923828125,317688,,,,,,,,,
173.3300018310547,173.33999633789062,173.05979919433594,173.1199951171875,341294,,,,,,,,,
173.33009338378906,173.5399932861328,173.27999877929688,173.3300018310547,328836,,,,,,,,,
173.11000061035156,173.4499969482422,173.08999633789062,173.3300018310547,299732,,,,,,,,,
173.25,173.36000061035156,173.11000061035156,173.1199951171875,212758,,,,,,,,,
172.9680938720703,173.30999755859375,172.92010498046875,173.24000549316406,220195,,,59.12047451712496,,,172.92419215611048,173.7705684355557,172.07781587666526,1.6927525588904473
172.91000366210938,173.0500030517578,172.81500244140625,172.95050048828125,206678,,,57.63654051903262,0.4530219196223447,,173.00440652029855,173.5711403069049,172.43767273369218,1.1334675732127266
172.77699279785156,172.97579956054688,172.76890563964844,172.92599487304688,236754,,,54.27713492358751,0.4275719019786225,,173.0027629307338,173.57198634930555,172.43353951216207,1.1384468371434764
172.88999938964844,172.92999267578125,172.58999633789062,172.77999877929688,175259,,,56.59205047358837,0.41883731654171186,,172.96276310512,173.47667001608184,172.44885619415814,1.0278138219237007
172.97500610351562,172.97999572753906,172.75999450683594,172.89999389648438,180625,,,58.30225639076533,0.3996407129798775,,172.95419202532088,173.46296802993308,172.44541602070868,1.0175520092244028
172.86000061035156,173.08999633789062,172.83999633789062,172.97000122070312,203656,,,55.13725217902152,0.38561279964282996,,172.9470487322126,173.45810070585776,172.43599675856746,1.0221039472903044
172.77999877929688,172.9499969482422,172.74000549316406,172.8762969970703,177437,,,52.98254732587578,0.36958339196962775,,172.95847756522042,173.44639511789163,172.4705600125492,0.9758351053424121
173.0500030517578,173.07000732421875,172.74009704589844,172.75999450683594,230566,,,58.830144014363924,0.3660492855872915,,172.98858533586775,173.4421488858362,172.53502178589932,0.9071270999368721
172.92999267578125,173.07000732421875,172.88499450683594,173.0493927001953,225217,,,55.52464559407661,0.35027598339576477,,173.0207279750279,173.37942611676326,172.66202983329256,0.7173962834706913
172.77999877929688,173.0,172.5989990234375,172.92999267578125,256654,,,51.62072800058155,0.3546069227335223,,172.9957275390625,173.36896972279823,172.62248535532677,0.746484367471453
172.94000244140625,172.97000122070312,172.6999969482422,172.77000427246094,234280,,,55.236337186911875,0.3475161796533242,,172.96787043980189,173.29216562259168,172.6435752570121,0.6485903655795937
173.26499938964844,173.3699951171875,172.88780212402344,172.94000244140625,372509,,,61.52595236033149,0.3586134833967661,,172.96322086879186,173.26788146311677,172.65856027446696,0.6093211886498011
172.97999572753906,173.60000610351562,172.82000732421875,173.25999450683594,1204120,0.017509471026187384,,54.318202751566865,0.392797612618286,,172.9539348057338,173.24787024173705,172.65999936973057,0.5878708720064765
173.5800018310547,174.3000030517578,172.61000061035156,173.02999877929688,2673815,0.059035794592745106,,63.90508304252049,0.4965314041879894,,172.97750636509485,173.39117283014426,172.56383990004545,0.8273329300988053
173.27000427246094,173.80990600585938,173.00999450683594,173.5399932861328,418238,0.06856076361881946,,57.22327326383526,0.5204734094698941,,172.9990713936942,173.43916084221325,172.55898194517516,0.8801788970380926
173.77000427246094,173.80999755859375,173.22000122070312,173.27499389648438,476258,0.11123842070230694,,63.79812780597107,0.5258935849121891,,173.06050000871932,173.64882725628078,172.47217276115785,1.176654495122932
172.66000366210938,173.8179931640625,172.6300048828125,173.77999877929688,405160,0.06264479969635772,,46.65428908418427,0.5769355298264348,,173.05214364188058,173.6593608792326,172.44492640452856,1.214434474704035
173.07000732421875,173.27000427246094,172.52999877929688,172.6699981689453,502526,0.05395247432792871,,51.805901709269634,0.5893771523601326,,173.06500135149275,173.6655269711544,172.4644757318311,1.2010512393233057
173.25999450683594,173.27000427246094,172.50999450683594,173.08999633789062,346805,0.060521657653083594,,54.0216397820349,0.6022716086181727,,173.08535766601562,173.69159440476753,172.47912092726372,1.2124734775038064
173.23410034179688,173.55999755859375,173.1699981689453,173.27999877929688,316736,0.06303957516547598,,53.65953541547882,0.5863720442404247,,173.11207907540458,173.70913675410392,172.51502139670524,1.1941153573986867
173.63999938964844,173.6699981689453,173.14999389648438,173.22999572753906,215440,0.09450490038227599,0.07084809008024572,58.3700922880507,0.5814415836731499,,173.1735076904297,173.79761080453872,172.54940457632065,1.2482062282180664
173.24000549316406,173.75,173.1905059814453,173.66000366210938,360248,0.08808577502128401,0.07471033215327587,52.6864017635256,0.5798234351133865,,173.18707929338728,173.80810525648414,172.56605333029043,1.2420519261937102
173.1999969482422,173.4149932861328,173.19000244140625,173.26499938964844,161017,0.07904172948994415,0.07565801714121138,52.1395228592828,0.5538457974426608,,173.20636531284876,173.81080658806383,172.6019240376337,1.2088825504301326
