Close,High,Low,Open,Volume,MACD,SIGNAL,RSI,ATR,ADX,MB,UB,LB,BB_Width
GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,,,,
170.16000366210938,170.60499572753906,168.57000732421875,168.72500610351562,2224336,,,,,,,,,
171.24000549316406,171.24000549316406,170.08999633789062,170.17999267578125,1155054,,,,,,,,,
171.80999755859375,172.0,171.1300048828125,171.22500610351562,1284838,,,,,,,,,
171.47500610351562,171.9600067138672,171.22000122070312,171.8300018310547,587594,,,,,,,,,
171.38499450683594,171.89999389648438,171.3271942138672,171.47999572753906,479399,,,,,,,,,
170.99000549316406,171.5800018310547,170.8000030517578,171.38499450683594,550051,,,,,,,,,
171.0449981689453,171.30999755859375,170.9199981689453,171.0,348172,,,,,,,,,
170.9199981689453,171.07000732421875,170.6988067626953,171.0449981689453,688724,,,,,,,,,
171.55999755859375,171.5800018310547,170.91000366210938,170.91000366210938,455941,,,,,,,,,
171.75999450683594,171.7899932861328,171.47000122070312,171.55999755859375,423074,,,,,,,,,
171.78500366210938,171.97000122070312,171.7100067138672,171.75999450683594,390713,,,,,,,,,
171.56500244140625,171.89999389648438,171.5500030517578,171.77999877929688,393339,,,,,,,,,
171.7100067138672,171.82000732421875,171.55999755859375,171.57000732421875,329199,,,,,,,,,
171.4248046875,171.77000427246094,171.3800048828125,171.6999969482422,316418,,,60.08455178382356,,,171.34498705182756,172.21457811729516,170.47539598635996,1.7391821309352054
171.36399841308594,171.5,171.25999450683594,171.4199981689453,283072,,,58.52241195232366,0.4668905269864084,,171.43098667689733,172.00152348546894,170.86044986832573,1.1410736171432063
171.20770263671875,171.40499877929688,171.19009399414062,171.38499450683594,309674,,,54.59342191573536,0.44083480960035937,,171.42867933000838,172.0025385190424,170.85482014097437,1.1477183780680207
171.31500244140625,171.3699951171875,171.02000427246094,171.1999969482422,330792,,,56.740635370140225,0.4317742413827161,,171.39332253592355,171.92854417067073,170.85810090117636,1.0704432694943762
171.42999267578125,171.42999267578125,171.18499755859375,171.3300018310547,247361,,,58.979384008031374,0.41374167649211957,,171.39010729108537,171.92386632146906,170.85634826070168,1.0675180607673838
171.30999755859375,171.53500366210938,171.27999877929688,171.4250030517578,309579,,,55.73776446066283,0.39886106051003767,,171.38475036621094,171.92011009426196,170.84939063815992,1.0707194561020401
171.2100067138672,171.38999938964844,171.17999267578125,171.32000732421875,254723,,,53.11786993250978,0.38162384301407914,,171.4004647391183,171.90029036084806,170.90063911738852,0.9996512434595388
171.50999450683594,171.5500030517578,171.19000244140625,171.1999969482422,1807948,,,59.29899367463313,0.37969763159455616,,171.43367876325334,171.89491488821625,170.97244263829043,0.9224722499258178
171.375,171.52499389648438,171.33309936523438,171.49000549316406,296908,,,55.73771113705841,0.36333476789300384,,171.46617889404297,171.83238472830536,171.09997305978058,0.7324116685247759
171.1999969482422,171.43499755859375,171.00999450683594,171.3699951171875,308794,,,51.425941342094134,0.3686000538951958,,171.44046456473214,171.82671659491555,171.05421253454872,0.7725040603668276
171.34120178222656,171.38499450683594,171.11000061035156,171.1999969482422,348380,,,54.485407937592235,0.3607547061337937,,171.4105507986886,171.75588428404444,171.06521731333277,0.6906669707116748
171.72500610351562,171.82000732421875,171.29010009765625,171.33999633789062,538480,,,61.570576284015054,0.3746927913114359,,171.40626525878906,171.7339425069014,171.07858801067673,0.6553544962246747
171.49000549316406,172.0749969482422,171.3300018310547,171.72500610351562,1938283,0.024713081051913832,,55.83891756235787,0.40473290586203353,,171.40090833391463,171.72037955191044,171.08143711591882,0.6389424359916234
171.92999267578125,172.67999267578125,171.25,171.30499267578125,1956996,0.05862467970365515,,62.81796267609221,0.4867200222505637,,171.4166216169085,171.80873976149246,171.0245034723245,0.78423628916795
171.64999389648438,172.1999053955078,171.3800048828125,171.9199981689453,664719,0.06436206235150621,,56.67920051223634,0.5130138009059578,,171.43270656040735,171.84290572461873,171.02250739619598,0.8203983284227547
172.14999389648438,172.1999969482422,171.58999633789062,171.66000366210938,623020,0.10413334873419444,,63.532523792471494,0.5205751268558995,,171.48884909493583,172.03776341938294,170.93993477048872,1.0978286488942217
171.02999877929688,172.2198944091797,170.99000549316406,172.156494140625,802359,0.05262739700782504,,45.98394965245958,0.5752572675730234,,171.47615596226282,172.0577348322603,170.89457709226534,1.163157739994972
171.50999450683594,171.66000366210938,170.8802947998047,171.02999877929688,761522,0.04689554451599065,,52.0914647084947,0.5908561523461641,,171.4900839669364,172.0648578793855,170.9153100544873,1.1495478248982067
171.72000122070312,171.72000122070312,170.9199981689453,171.52000427246094,497666,0.05733315643999504,,54.51468776212295,0.6066610767059757,,171.51079886300224,172.09622207010554,170.92537565589893,1.1708464142066077
171.64999389648438,171.9600067138672,171.5399932861328,171.7050018310547,491054,0.0596448955809592,,53.542447282452635,0.5926808379107974,,171.5350843157087,172.1133374210583,170.9568312103591,1.156506210699206
172.0800018310547,172.10000610351562,171.55999755859375,171.64999389648438,385447,0.09278338427998278,0.06703635046862129,58.44478653277638,0.5887678142156115,,171.59722682407923,172.20843505628875,170.9860185918697,1.222416464419041
171.64999389648438,172.17999267578125,171.58999633789062,172.08999633789062,439601,0.0854462105469338,0.07116122781707421,52.48085537414492,0.5888583907239681,,171.6072267804827,172.21697828956255,170.99747527140286,1.2195030181596849
171.6199951171875,171.80999755859375,171.60000610351562,171.64999389648438,227439,0.07646717797322822,0.0723221393933807,52.08157063202016,0.5611211753546119,,171.62472643171037,172.22072153802623,171.02873132539452,1.1919902126317083
